FC PH Master Data,COUNTRY CODE,COUNTRY NAME,REGION CODE,EQUIVALENCE,REGION NAME,SUB REGION,EQUIVALENCE,SUB REGION NAME,TERRITORY CODE,TERRITORY NAME,AREA CODE,AREA NAME,dist
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,AYAMAP,ANYAMA/PLAQUE ARABE/ANYAMA RESIDENTIEL/EBIMPE/,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,CÄTEAU,CHÄTEAU/MARCHE COLA/MARCHE D'ANYAMA/DON ORION/ MACHE CHAKA KONE,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,AEAUTO,AXE AUTOROUTE N'DOTRE/ DANDI/COMPLEXE/MAIRIE,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,ANCGEN,ANCIENNE GENDARMERIE/ BELLE VILLE MORGUE/ GARE,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,BNDJIN1,BANDJI/N'DOTRE EXTENSION/CELESTE/NOUVELLE CASSE / ARC EN CIEL/DANDY/KOBAKRO/TERRE ROUGE/AKWABA,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ANY,Anyama,BNDJIN2,BANDJI/N'DOTRE EXTENSION/CELESTE/NOUVELLE CASSE / ARC EN CIEL/DANDY/KOBAKRO/TERRE ROUGE/AKWABA,LKA SERVICES
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,20LGTSLGTS,220LGTS / LIBERTÉ / QUARTIER LATIN / BRACODI / TERRASSE/RENAULT,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,WILLY,WILLIAMSVILLE/MACACI/ PAILLET/VIDANGE/ HMA,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,SPEURP,SAPEUR POMPIER/ SAINT MICHEL/ QUARTIER EBRIÉ/DALLAS,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,NNGUIA,NANGUI ABROGOUA / MARCHE GOURO / BLACK MARKET / MIRADOR / NOUVELLE GARE,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,BRAMA,BRAMACOTÉ / DÉLÉGATION / CITÉ RAN / FORUM,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADJ,Adjame,CNTREAD,TERRITOIRE ADJAMÉ,BOUSSOURA SARL
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADZ,Adzope,AZOPEV,ADZOPE VILLE,Adzope
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,ADZ,Adzope,AKPEVI,AKOUPE / YAKASSE ATTOBROU / ANDE / YAKASSE ME,Adzope
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,AGB,Agboville,AGBVIL,AGBOVILLE VILLE / N'DOUCI / SIKENSI,Agboville
,CI1,Cote d'Ivoire,SOUTHDIV,ABIDJAN,SOUTH DIVISION,SOUTH2,ABIDJAN 2,SOUTH 2 REGION,AGB,Agboville,AZGUVIL,AZAGUIE / PETIT YAPO / GRAND YAPO / RUBINO / SECHI,Agboville
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,ABEN,Abengourou,CFETO,CAFETOUTOU/AGNIKRO/ADOUKOFFIKRO/GARE DE NIABLE /AFFALIKRO/ANGOUAKRO/DRAMANKRO/NIABLE/ADAOU/BAOULEKRO,RIZKALLAH MICHEL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,ABEN,Abengourou,CMMER,COMMERCE/RELAIS/HKB/LOBIKRO/CAMP MILITAIRE/PLATEAU,RIZKALLAH MICHEL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,ABEN,Abengourou,RSDT,RESIDENTIEL/120 LGMT/CHICAGO/BAOULEKRO/DIOULAKRO/GAGOU/OUELLE/GRAV D'OR/COMMERCE/KREGBE/SOSSOBOUGOU,RIZKALLAH MICHEL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,ABEN,Abengourou,PLTEMI,ADAOU/ADOUKOFIKRO/BAOULEKRO/CAFETOU/AGNIKRO/CMP MILITAIRE/COMMERCE/DIOULAKRO/HKB/LOBKRO/PLATX/RELAIS,RIZKALLAH MICHEL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,ABEN,Abengourou,GRELO,BONAHOUIN/ARRAH/BONGOUANOU/APRONPRON/ASSIKASSO/AGNIBILEKRO/ANDE/APKAOUSSOU/DAOUKRO/TANKESSE/ANUANSUE,RIZKALLAH MICHEL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,YAM,Yamoussoukro,BNON,Bonon / Garango / Gobazra / Bouaflé / Zougoussou / Zambakro / Zuenoula,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,YAM,Yamoussoukro,Spim,Sopim / Makora - Belleville / Kokrenou 1 / Kokrenou 2 / Kokrenou 3 / Kokenou 4,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,YAM,Yamoussoukro,ASSAB,Assabou 1 - Djahakro - 50 & 227 logements - INPHB / Assabou 2 - 220 logements,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,YAM,Yamoussoukro,DLABOU,Dioulabougou 1 / Dioulabougou 2 / Dioulabougou 3 / Dioulabougou 4 / Dioulabougou 5/ Dioulabougou 6,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,YAM,Yamoussoukro,MROFE,Morofé / Morofé extention/ Morofé 2 / Morofé 3 -Habitat 1 / Habitat,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,DIM,Dimbokro,TMOD,Toumodi,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,DIM,Dimbokro,DMBKRV,Dimbokro ville,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,DIM,Dimbokro,BCAND,Toumodi / Dimbokro / M'batto / Bocanda,UP GROUND SALES & MARKETING
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 1,Bouake 1,SKOURA,Sokoura / Commerce / Centre Ivoire / Houphouet-Ville / Nimbo / Djamourou / Dare_Salam / Tola / Maroc,SODIAMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 1,Bouake 1,KOKO,Koko / Audjenekourani / Hypodrome / Beaufort / Zone / Gonvreville / Beaufort/ Habitat Gonvreville,SODIAMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 1,Bouake 1,ONADKH,Cmrce/Sokoura/Marche/Boniere/Bokala/Dare salam/Belle ville/Air Frce/Djanbourou/Zone/Sakasou/Tola,SODIAMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 1,Bouake 1,CMRCE,Commerce/Nguattakro/Ahougnansou/Houphouet ville/Broukro/Sicogi/Ndakro/Campus/Adje yaokro/Tchelekro,SODIAMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 1,Bouake 1,BKEVILL,Bouaké ville,SODIAMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 2,Bouake 2,GRDM,Grand marche / Nimbo / Kennedi / Sokoura,IVOIRE DISTRIBUTION MARCHANDISES C.I
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 2,Bouake 2,AIRFR,"Air France 1,2,3 / Corridor sud",IVOIRE DISTRIBUTION MARCHANDISES C.I
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 2,Bouake 2,DRSAL,Dares salam Djambourou / Abattoir / Laraba / Corridor Nord,IVOIRE DISTRIBUTION MARCHANDISES C.I
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BKE 2,Bouake 2,BLLVIL,"Belle ville 1,2,3 / Campement",IVOIRE DISTRIBUTION MARCHANDISES C.I
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KAT,Katiola,GRDMA,Grand marche / Satama Sokora / Brobo / M'bahiakro/ Niakara / Dabakala,IDMCI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KAT,Katiola,KTLAVIL,Katiola ville,IDMCI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KOR,Korhogo,REBANQ,Commerce/Boulevard Ado/Voie kafoudal/Voie de Mbengue/Tarato/Siempurgo/Boundiali/Gbon/Kouto/Tengréla,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KOR,Korhogo,QATAIRF,Quartier 14/Air France/ Sinistré/Sodepra/Cite des medecins/Tiékélézo/Prémafolo/Soba/Kassirimé,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KOR,Korhogo,HSSADG,Haoussadougou / Petit Paris / Soba,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,KOR,Korhogo,NVEQUA,Nouveau Quartier / Sossorobougou / Cocody /Klofohakaha,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,FER,Ferke,BNDLI,Boundiali & Environs,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,FER,Ferke,FRKESS,Ferkessedougou & Environs SICAF1 /SICAF2,ESF KORHOGO
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BON,Bondoukou,BNAD,Bouna / Doropo / Tanda,TAHIROU
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BON,Bondoukou,BNDOK1,Bondoukou 1,TAHIROU
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,BON,Bondoukou,BNDOK2,Bondoukou 2,TAHIROU
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DAL,Daloa,Lbia,Labia/Mossibougou/Texas/Huberson/ Millionnaire/Soleil/Kenedy2/Suisse/Grand marche/ORLY / Flora,BON MARCHE
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DAL,Daloa,ABTT,Abattoir/Marche Manioc/Garage/Orly plateau/Dioulabougou,BON MARCHE
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DAL,Daloa,CMERCE 1,Commerce / Kani / Mankono / Serela / Kouenahiri,BON MARCHE
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MNK,Mankono,CMERCE 2,Commerce / Kani   / Mankona,KAZA DISTRIBUTION
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MNK,Mankono,DMDE,Diomande / Traoré / Rymer / Quartier Grarge / Garage Angola / Sifie / Kouego,KAZA DISTRIBUTION
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MNK,Mankono,SGULA,Séguéla/ Mankono / Kani / Dianra,KAZA DISTRIBUTION
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MAN,Man,MRCHE,Marche / Zele / Dayagoine / Municipal / Campus / Quartier thérèse /,ALI BABA CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MAN,Man,CAFOP,Cafop / Camp SEA / Lycée club / Commerce / Koko / Libreville /,ALI BABA CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MAN,Man,BKOUMA,Biankouma / Bafing / Touba / Koro / Complexe / Sangouine /,ALI BABA CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,MAN,Man,MANVI,Man ville,ALI BABA CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SOU,Soubre,NBOUHI,Nanbouhi/Camp manoir/Chateau résidentiel/Gabon/Gbakalepa/Yabayo,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SOU,Soubre,ANMANB,Anoumanbo/Hibiscus/Sicogi/Sans fil/Zone 4/KBF,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SOU,Soubre,SBRE,Okrouyo- Guehio -Buyo -Bakayo-osserie-logboville-Dapea-lessirie-commerce-kpeiri-opouyo-cité ouvriere,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SOU,Soubre,ISSIA,"Issia & Environs (mira, zobia, commerce, Saioua)",SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SPD,San Pedro,MNGA,Monogaga / Dabiho / Marche / Doupoudou,ETABLISSEMENT LEMRABOTT & FRÈRES
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SPD,San Pedro,GRDMRCH,Grand marche / Bereby / Commerce,ETABLISSEMENT LEMRABOTT & FRÈRES
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SPD,San Pedro,CTE,Cité / Jule Ferry / Lac / Sewke / Bardot,ETABLISSEMENT LEMRABOTT & FRÈRES
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SPD,San Pedro,JLESFE,Lac / Jules ferry / Zone industrielle / Bardot,ETABLISSEMENT LEMRABOTT & FRÈRES
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,SPD,San Pedro,CRDOR,Corridor / Gare / Sotref / Dafci,ETABLISSEMENT LEMRABOTT & FRÈRES
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 2,Gagnoa 2,SLEIL,Zapata / Garahio / Babre / Soleil / Dioulabougou,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 2,Gagnoa 2,CRDORS,Dares salam / Grarage Koffi / Garage Dosso / Corridor Sinfra,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 2,Gagnoa 2,Ggnoa2,Gagnoa 2 / Guiberoua / Issia / Gueyo,SOCOCE INTERIEUR
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 1,Gagnoa 1,CMRCE,Commerce / Gbakayo / Galebre / Tchedelei,SOMALI-CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 1,Gagnoa 1,SLEIL,Soleil / Delbo / Millionnaire / Commerce,SOMALI-CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GAG 1,Gagnoa 1,GBKY,Dioulabougou / Katalina / Commerce / Gbakayo,SOMALI-CI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DIV,Divo,SKOURA,Doukakou / Sokoura / Commerce / Bribore,RIDACOM
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DIV,Divo,LBANAIS,Konankro / Libanais / Jerusalem / Dialogue 2 / Dioulabougou,RIDACOM
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,DIV,Divo,DLOGUE1,Commerce / Dialogue 1 / Gremian / Benoi,RIDACOM
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 1,Guiglo 1,Giglo1N,Guiglo 1 nord,ETABLISSEMENT EL VALAH SARL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 1,Guiglo 1,Giglo1S,Guiglo 1 sud,ETABLISSEMENT EL VALAH SARL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 1,Guiglo 1,Giglo1DK,Guiglo 1 / Duekoué,ETABLISSEMENT EL VALAH SARL
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 2,Guiglo 2,Giglo2N,Guiglo 2 Nord,SODISMAF
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 2,Guiglo 2,Giglo2S,Guiglo 2 sud,SODISMAF
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,GUI 2,Guiglo 2,Giglo2TBA,Guiglo 2 / Touba,SODISMAF
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,ODI,Odienne,ODNE1,Odiénne 1,BALDE IBRAHIMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,ODI,Odienne,ODNE2,Odiénne 2,BALDE IBRAHIMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,WEST,NORTH 2,WEST REGION,ODI,Odienne,SMTIGLA,Odiénne / Tiémé / Madinani / Samatiguila,BALDE IBRAHIMA
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,Boun,Bouna,NIBLCAMA,NI3-BLONTIARA/DOROPO2-DASSIKELE/BOBOSSO-ZONGO/commerce /TEFRO-BOUNA2/CAMARASSO,ABDI
,CI1,Cote d'Ivoire,NORTHDIV,UP COUNTRY,NORTH DIVISION,CNE,NORTH 1,CENTRE-NORD -EST REGION,Boun,Bouna,BNGO,BOUNA /BROMAKOTE-VARALE/VARALE-DOROPO/AXE BOUNA-VONKORO/AXE BOUNA- MANGO,ABDI
